,Gene name,Gene description,dN with Chimpanzee,dS with Chimpanzee,dN/dS with Chimpanzee,dN with Mouse,dS with Mouse,dN/dS with Mouse,present in DrugBank
13711,QSOX1,quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756],0.0084,0.0152,0.5526,0.1699,0.6333,0.2683,False
13712,EEF1D,eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211],0.0074,0.0294,0.2517,0.08,0.6815,0.1174,False
13713,LRIG3,leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991],0.002,0.0189,0.1058,0.0749,0.6117,0.1224,False
13714,STKLD1,serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669],0.0045,0.0228,0.1974,0.2854,1.1333,0.2518,False
13715,TXLNB,taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617],0.0095,0.0072,1.3194,0.1933,0.765,0.2527,False
13716,FAM135B,family with sequence similarity 135 member B [Source:HGNC Symbol;Acc:HGNC:28029],0.013999999999999999,0.0222,0.6306,0.1235,0.547,0.2258,False
13717,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907],0.0055,0.0218,0.2523,0.1007,0.5612,0.1794,False
13718,UBE2J2,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268],0.0065,0.0154,0.4221,0.0297,0.5956,0.0499,False
13719,ANGEL2,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534],0.0,0.0,,0.0801,0.5205,0.1539,False
13720,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866],0.0008,0.0048,0.1667,0.0032,0.6524,0.0049,False
13721,TGM4,transglutaminase 4 [Source:HGNC Symbol;Acc:HGNC:11780],0.006999999999999999,0.0035,2.0,0.3434,0.9528,0.3604,False
13722,HECA,"hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]",0.0246,0.0871,0.2824,0.0204,0.7533,0.0271,False
13723,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987],0.003,0.0136,0.2206,0.018000000000000002,0.3033,0.0593,False
13724,TUFT1,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422],0.0085,0.0123,0.6911,0.0531,0.4026,0.1319,False
13725,NMUR1,neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518],0.002,0.0194,0.1031,0.1724,0.8082,0.2133,False
13726,ZNF440,zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874],0.0088,0.0143,0.6154,0.5887,2.2312,0.2638,False
13727,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450],0.0477,0.0699,0.6824,0.0392,0.5763,0.068,False
13728,HSPBAP1,HSPB1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389],0.0049,0.0074,0.6622,0.166,0.5735,0.2895,False
13729,ANKRD34A,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639],0.001,0.0094,0.1064,0.0175,0.428,0.0409,False
13730,LIX1L,limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715],0.0,0.0,,0.0171,0.4241,0.0403,False
13731,TEDC2,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849],0.0079,0.0256,0.3086,0.2613,0.8262,0.3163,False
13732,CDH2,cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759],0.0147,0.0347,0.4236,0.0165,0.5760000000000001,0.0286,False
13733,SLC49A4,solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628],0.0021,0.0068,0.3088,0.0269,0.4473,0.0601,False
13734,CABP1,calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384],0.0012,0.0035,0.3429,0.0317,0.4045,0.0784,False
13735,TEX44,testis expressed 44 [Source:HGNC Symbol;Acc:HGNC:28563],0.015,0.0203,0.7389,0.5232,0.9448,0.5538,False
13736,PRSS8,serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491],0.0195,0.0478,0.4079,0.1481,0.7132,0.2077,False
13737,HSBP1,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203],0.0,0.0,,0.0601,0.8654,0.0694,False
13738,VIPR2,vasoactive intestinal peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:12695],0.0197,0.0835,0.2359,0.0646,0.8971,0.072,False
13739,PEX11B,peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853],0.0,0.0,,0.0394,0.3106,0.1269,False
13740,CEP295,centrosomal protein 295 [Source:HGNC Symbol;Acc:HGNC:29366],0.0094,0.0105,0.8952,0.2526,0.5621,0.4494,False
13741,PPP3CC,protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316],0.0027,0.0072,0.375,0.0807,0.4744,0.1701,False
13742,CNTN1,contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171],0.0102,0.0357,0.2857,0.0222,0.7658,0.029,False
13743,PTMA,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623],0.0111,0.0621,0.1787,0.0202,0.4026,0.0502,False
13744,CA7,carbonic anhydrase 7 [Source:HGNC Symbol;Acc:HGNC:1381],0.0,0.0,,0.024,0.4928,0.0487,True
13745,RPS6KC1,ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439],0.0004,0.006999999999999999,0.0571,0.1313,0.6671,0.1968,False
13746,ZNF439,zinc finger protein 439 [Source:HGNC Symbol;Acc:HGNC:20873],0.0102,0.0073,1.3973,0.579,2.31,0.2506,False
13747,MAST2,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035],0.0022,0.0085,0.2588,0.0731,0.4326,0.169,False
13748,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]",0.003,0.0059,0.5085,0.3047,0.8809999999999999,0.3459,False
13749,LHX4,LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734],0.0,0.0,,0.0045,0.3638,0.0124,False
13750,IDO1,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",0.0047,0.0149,0.3154,0.2971,0.675,0.4401,False
13751,COL3A1,collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201],0.0003,0.0052,0.0577,0.0582,0.4184,0.1391,False
13752,EPHA5,EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389],0.0014,0.0093,0.1505,0.0172,0.4044,0.0425,True
13753,TP63,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979],0.0,0.0,,0.0094,0.4285,0.0219,False
13754,ACBD6,acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339],0.0,0.0,,0.0796,0.3944,0.2018,False
13755,BZW1,basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380],0.002,0.0214,0.0935,0.0,0.0,,False
13756,NUP214,nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064],0.0022,0.0168,0.131,0.131,0.5116,0.2561,False
13757,SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908],0.0009,0.0048,0.1875,0.0657,0.4619,0.1422,False
13758,IDO2,"indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]",0.01,0.017,0.5882,0.1716,0.7569,0.2267,False
13759,APRT,adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626],0.0,0.0,,0.0896,0.9524,0.0941,True
13760,PLCD1,phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060],0.0028,0.0143,0.1958,0.052000000000000005,0.9077,0.0573,False
13761,MLEC,malectin [Source:HGNC Symbol;Acc:HGNC:28973],0.0,0.0,,0.0255,0.5133,0.0497,False
13762,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631],0.0,0.0,,0.0855,0.5731,0.1492,True
13763,VWF,von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726],0.0046,0.0224,0.2054,0.0882,0.6656,0.1325,False
13764,UNC119B,unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488],0.0,0.0,,0.0489,0.8619,0.0567,False
13765,MLYCD,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150],0.0044,0.0188,0.234,0.0577,1.0149,0.0569,False
13766,AREG,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651],0.1004,0.1037,0.9682,0.1756,0.7573,0.2319,False
13767,PROX1,prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459],0.0,0.0,,0.0074,0.38299999999999995,0.0193,False
13768,CROCC,"ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]",0.0043,0.0381,0.1129,0.0925,1.2272,0.0754,False
13769,ZNF69,zinc finger protein 69 [Source:HGNC Symbol;Acc:HGNC:13138],0.0118,0.0,inf,1.2906,1.3533,0.9537,False
13770,ACADS,acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90],0.0031,0.0377,0.0822,0.0505,0.6992,0.0722,True
13771,DOK5,docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173],0.0,0.0,,0.0075,0.5557,0.0135,False
13772,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458],0.0076,0.023,0.3304,0.1954,0.9258,0.2111,False
13773,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314],0.0,0.0,,0.0929,0.33399999999999996,0.2781,False
13774,MCM2,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944],0.0,0.0,,0.0188,0.9572,0.0196,False
13775,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],0.0042,0.0109,0.3853,0.0185,0.5412,0.0342,True
13776,YBX2,Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948],0.0095,0.0358,0.2654,0.0455,0.2715,0.1676,False
13777,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551],0.0053,0.0664,0.0798,0.0701,1.0078,0.0696,False
13778,SLC2A4,solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009],0.0031,0.0203,0.1527,0.0251,0.5674,0.0442,False
13779,XPR1,xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827],0.0,0.0,,0.0243,0.2684,0.0905,False
13780,MCHR1,melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479],0.002,0.0162,0.1235,0.0177,0.7938,0.0223,True
13781,NECAB2,N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746],0.0068,0.0492,0.1382,0.0753,0.8737,0.0862,False
13782,GOSR2,golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431],0.0084,0.0062,1.3548,0.1049,0.6411,0.1636,False
13783,RAB1B,"RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]",0.0,0.0,,0.0043,0.5598,0.0077,False
13784,MLH1,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],0.0021,0.0038,0.5526,0.0661,0.4293,0.154,False
13785,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],0.0004,0.0064,0.0625,0.0461,0.5295,0.0871,False
13786,ERF,ETS2 repressor factor [Source:HGNC Symbol;Acc:HGNC:3444],0.0008,0.0252,0.0317,0.0156,0.4824,0.0323,False
13787,SLC13A5,solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089],0.0016,0.0218,0.0734,0.1614,0.6178,0.2612,False
13788,SMYD2,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982],0.0034,0.0151,0.2252,0.0347,0.6481,0.0535,False
13789,GSK3A,glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616],0.0009,0.0113,0.0796,0.0246,0.4479,0.0549,True
13790,CCDC117,coiled-coil domain containing 117 [Source:HGNC Symbol;Acc:HGNC:26599],0.0137,0.0084,1.631,0.1322,0.4728,0.2796,False
13791,GTF3C3,general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666],0.0099,0.0285,0.3474,0.0294,0.4042,0.0727,False
13792,TRAPPC2L,trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887],0.0705,0.185,0.3811,0.006,1.0613,0.0057,False
13793,SPPL3,signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424],0.0,0.0,,0.0,0.0,,False
13794,NTN3,netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030],0.003,0.0366,0.082,0.0702,0.7759999999999999,0.0905,False
13795,P3H4,prolyl 3-hydroxylase family member 4 (non-enzymatic) [Source:HGNC Symbol;Acc:HGNC:16946],0.0036,0.0203,0.1773,0.0396,0.7629,0.0519,False
13796,ADAMTSL1,ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632],0.002,0.0106,0.1887,0.0443,0.5726,0.0774,False
13797,ZNF763,zinc finger protein 763 [Source:HGNC Symbol;Acc:HGNC:27614],0.109,0.2142,0.5089,0.5958,2.2715,0.2623,False
13798,CNIH2,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744],0.0,0.0,,0.0,0.0,,False
13799,AC008770.2,novel protein,0.124,0.2252,0.5506,0.6033,2.2361,0.2698,False
13800,PRSS36,serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906],0.0039,0.0101,0.3861,0.1104,0.5157,0.2141,False
13801,GALNS,galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122],0.1112,0.2501,0.4446,0.0916,0.7258,0.1262,False
13802,UBQLN1,ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508],0.0008,0.0063,0.127,0.0538,0.6096,0.0883,False
13803,FAM160B1,family with sequence similarity 160 member B1 [Source:HGNC Symbol;Acc:HGNC:29320],0.0007,0.0113,0.0619,0.0392,0.7427,0.0528,False
13804,HIRA,histone cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:4916],0.0005,0.0063,0.0794,0.0201,0.4071,0.0494,False
13805,CCDC150,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834],0.0066,0.0086,0.7674,0.138,0.5324,0.2592,False
13806,NR3C2,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979],0.0023,0.0065,0.3538,0.0451,0.547,0.0824,True
13807,PTPN14,protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647],0.0012,0.0166,0.0723,0.0417,0.7662,0.0544,False
13808,XBP1,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801],0.3042,0.335,0.9081,0.0976,0.3258,0.2996,False
13809,PODN,podocan [Source:HGNC Symbol;Acc:HGNC:23174],0.0033,0.0242,0.1364,0.0409,0.726,0.0563,False
13810,PTK2B,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612],0.0017,0.0187,0.0909,0.0222,0.6152,0.0361,True
13811,SAXO1,stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566],0.0063,0.0044,1.4318,0.2454,0.4888,0.502,False
13812,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],0.0055,0.0107,0.514,0.2213,0.6072,0.3645,False
13813,PARD3,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051],0.0017,0.0166,0.1024,0.0422,0.7178,0.0588,False
13814,SLC16A7,solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928],0.0,0.0,,0.168,0.8351,0.2012,False
13815,UFD1,ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520],0.0029,0.018000000000000002,0.1611,0.006,0.5889,0.0102,False
13816,B4GALT2,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]",0.0201,0.0673,0.2987,0.0374,0.4416,0.0847,True
13817,TEKT3,tektin 3 [Source:HGNC Symbol;Acc:HGNC:14293],0.0047,0.0052,0.9038,0.0829,0.6843,0.1211,False
13818,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687],0.0136,0.0185,0.7351,0.0053,0.6066,0.0087,False
13819,MDFIC2,MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442],0.0047,0.0297,0.1582,0.0955,0.5051,0.1891,False
13820,ASH1L,ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088],0.0011,0.0055,0.2,0.04,0.4104,0.0975,False
13821,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]",0.0037,0.0202,0.1832,0.1844,0.6164,0.2992,False
13822,TSPAN1,tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657],0.0021,0.0046,0.4565,0.1882,0.4252,0.4426,False
13823,TRIQK,triple QxxK/R motif containing [Source:HGNC Symbol;Acc:HGNC:27828],0.0,0.0,,0.0545,0.3199,0.1704,False
13824,YIF1A,"Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]",0.0,0.0,,0.0364,0.496,0.0734,False
13825,SLC1A7,solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945],0.0027,0.0282,0.0957,0.0362,0.8307,0.0436,True
13826,KCNK2,potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277],0.0,0.0,,0.0178,0.4938,0.036,True
13827,IGSF3,immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950],0.0018,0.0307,0.0586,0.035,0.7538,0.0464,False
13828,PAWR,pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614],0.0054,0.0076,0.7105,0.1257,0.5775,0.2177,False
13829,HNF1A,HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621],0.0013,0.0131,0.0992,0.0217,0.7621,0.0285,False
13830,P3R3URF,PIK3R3 upstream reading frame [Source:HGNC Symbol;Acc:HGNC:53451],0.0054,0.0107,0.5047,0.2687,0.408,0.6586,False
13831,MRPL40,mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:HGNC:14491],0.0099,0.0048,2.0625,0.1359,0.6268,0.2168,False
13832,NADK,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831],0.0079,0.0236,0.3347,0.0379,0.904,0.0419,False
13833,LMLN,leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991],0.0022,0.0122,0.1803,0.0503,0.7396,0.068,False
13834,CD2,CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639],0.0027,0.0065,0.4154,0.3788,0.7120000000000001,0.532,False
13835,COPS7B,COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760],0.0,0.0,,0.1598,0.5227,0.3057,False
13836,TRUB1,TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060],0.003,0.0086,0.3488,0.1272,0.8191,0.1553,False
13837,SEMA5B,semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737],0.025,0.0679,0.3682,0.0296,0.5821,0.0509,False
13838,TRIM55,tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215],0.0028,0.0074,0.3784,0.0741,0.4608,0.1608,False
13839,IGLON5,IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550],0.0,0.0,,0.0089,0.701,0.0127,False
13840,WNT11,Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776],0.0,0.0,,0.0108,0.4689,0.023,False
13841,OR10H3,olfactory receptor family 10 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:8174],0.0213,0.0039,5.4615,0.1373,0.8207,0.1673,False
13842,GPR6,G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515],0.0,0.0,,0.0285,0.813,0.0351,False
13843,PODXL2,podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936],0.0015,0.0109,0.1376,0.1378,0.6956,0.1981,False
13844,ALOX12B,"arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]",0.0012,0.0177,0.0678,0.0707,0.8034,0.088,False
13845,INTS13,integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174],0.0,0.0,,0.0225,0.5506,0.0409,False
13846,BTC,betacellulin [Source:HGNC Symbol;Acc:HGNC:1121],0.011000000000000001,0.0,inf,0.1289,0.6094,0.2115,False
13847,KCTD3,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],0.012,0.0252,0.4762,0.0327,0.8479,0.0386,False
13848,APOC1,apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607],0.1662,0.1681,0.9887,0.2403,1.0049,0.2391,False
13849,AC005670.2,novel protein,0.0327,0.0327,1.0,0.0717,0.5383,0.1332,False
13850,LRRC45,leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302],0.0006,0.0363,0.0165,0.0887,0.929,0.0955,False
13851,VSIG10L,V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111],0.013999999999999999,0.0281,0.4982,0.18,0.7242,0.2486,False
13852,TACC2,transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523],0.0038,0.013000000000000001,0.2923,0.2855,0.4924,0.5798,False
13853,PARM1,prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536],0.0128,0.0182,0.7033,0.2569,0.5228,0.4914,False
13854,PDE6D,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788],0.0,0.0,,0.0093,0.2774,0.0335,False
13855,C12orf43,chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719],0.013999999999999999,0.0269,0.5204,0.2196,0.8512,0.258,False
13856,NPS,neuropeptide S [Source:HGNC Symbol;Acc:HGNC:33940],0.0217,0.0132,1.6439,0.2055,0.3169,0.6485,False
13857,SGCD,sarcoglycan delta [Source:HGNC Symbol;Acc:HGNC:10807],0.0,0.0,,0.0273,0.34700000000000003,0.0787,False
13858,PTGFRN,prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601],0.004,0.0129,0.3101,0.0522,0.597,0.0874,False
13859,FAM3C,family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664],0.0021,0.0052,0.4038,0.0288,0.5494,0.0524,False
13860,SNX27,sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073],0.0,0.0,,0.0061,0.257,0.0237,False
13861,WDR90,WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960],0.0097,0.0522,0.1858,0.1888,1.0823,0.1744,False
13862,YES1,"YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]",0.0024,0.0057,0.4211,0.0206,0.418,0.0493,True
13863,USH2A,usherin [Source:HGNC Symbol;Acc:HGNC:12601],0.0061,0.0111,0.5495,0.1776,0.5915,0.3003,False
13864,ATP6V0C,ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855],0.0026,0.0287,0.0906,0.0471,0.8158,0.0577,False
13865,FGFR1OP2,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098],0.0,0.0,,0.0072,0.6438,0.0112,False
13866,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056],0.003,0.0075,0.4,0.0243,0.6664,0.0365,False
13867,SLC25A17,solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987],0.0015,0.0172,0.0872,0.0243,0.489,0.0497,False
13868,AMDHD2,amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262],0.0031,0.0214,0.1449,0.0585,0.7612,0.0769,False
13869,PAX5,paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619],0.0,0.0,,0.0035,0.35600000000000004,0.0098,False
13870,MPRIP,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321],0.0166,0.049,0.3388,0.0459,0.7796,0.0589,False
13871,FOXI2,forkhead box I2 [Source:HGNC Symbol;Acc:HGNC:32448],0.0079,0.0627,0.126,0.1595,1.057,0.1509,False
13872,NKG7,natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830],0.0165,0.0,inf,0.2252,0.6409,0.3514,False
13873,TCIM,transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357],0.0083,0.0,inf,0.0409,0.7224,0.0566,False
13874,PBX3,PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634],0.0,0.0,,0.0011,0.1503,0.0073,False
13875,INSL4,insulin like 4 [Source:HGNC Symbol;Acc:HGNC:6087],0.0096,0.0311,0.3087,0.7549,1.355,0.5571,False
13876,STX6,syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441],0.0,0.0,,0.028999999999999998,0.3363,0.0862,False
13877,USP15,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613],0.0005,0.0092,0.0543,0.0114,0.4788,0.0238,False
13878,ALOXE3,arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743],0.0163,0.0468,0.3483,0.0628,0.5839,0.1076,False
13879,KIAA1614,KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327],0.0086,0.0185,0.4649,0.3135,0.8198,0.3824,False
13880,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504],0.0032,0.0124,0.2581,0.0892,0.6028,0.148,False
13881,FAM13C,family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371],0.0059,0.0062,0.9516,0.0876,0.5303,0.1652,False
13882,FKBP10,FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169],0.003,0.0138,0.2174,0.0521,0.7638,0.0682,False
13883,TBC1D24,TBC1 domain family member 24 [Source:HGNC Symbol;Acc:HGNC:29203],0.0,0.0,,0.0353,1.1173,0.0316,False
13884,CLRN3,clarin 3 [Source:HGNC Symbol;Acc:HGNC:20795],0.0109,0.0099,1.101,0.1686,0.8847,0.1906,False
13885,CCDC24,coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688],0.0118,0.0133,0.8872,0.263,0.5521,0.4764,False
13886,MYB,"MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]",0.0018,0.0033,0.5455,0.0623,0.4312,0.1445,False
13887,RLN2,relaxin 2 [Source:HGNC Symbol;Acc:HGNC:10027],0.0124,0.0141,0.8794,0.4277,0.9375,0.4562,False
13888,MR1,"major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]",0.0047,0.0055,0.8545,0.1446,0.4692,0.3082,False
